id,title,price,brand,gtin,identifier_exists,category,status
LF-9897,Z515E 60 In. 24 HP V-Twin ELS Gas Dual Hydrostatic Zero-Turn Riding Mower,699.00 USD,Leafanoo,8898180259990,yes,Home & Garden > Lawn & Garden > Outdoor Power Equipment > Lawn Mowers > Riding Lawn Mowers,Ready for GMC Approval
LF-9790,Backyard Discovery 12′ x 9.5′ Arcadia Gazebo,899.00 USD,Backyard Discovery,7521133060730,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-9861,MotoTec Mad 1600w 48v Electric Scooter,899.00 USD,Leafanoo,9756599575890,yes,Sporting Goods > Outdoor Recreation > Cycling > Bicycles > Electric Bicycles,Ready for GMC Approval
LF-9839,Outsunny 12′ x 20′ DIY Deck Outdoor Wood Pergola,799.00 USD,Outsunny,6739863270360,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-9968,Terminator 48v Electric Golf Cart Four Seater – Massive Rims/Tires Flip Seat – Optionally Fully Loaded – Black Model,899.00 USD,Leafanoo,8500405673350,yes,Sporting Goods > Outdoor Recreation > Cycling > Bicycles > Electric Bicycles,Ready for GMC Approval
LF-9900,Z325E 54 In. 24 HP Gas Dual Hydrostatic Zero-Turn Riding Mower,699.00 USD,Leafanoo,8898180490940,yes,Home & Garden > Lawn & Garden > Outdoor Power Equipment > Lawn Mowers > Riding Lawn Mowers,Ready for GMC Approval
LF-9899,Zero-Turn Mower 54 in. Complete Bagging System for Z500 Series,899.00 USD,Leafanoo,8898180337100,yes,Home & Garden > Lawn & Garden > Outdoor Power Equipment > Lawn Mowers > Riding Lawn Mowers,Ready for GMC Approval
LF-9901,Z320R 42 In. 21.5 HP Gas Dual Hydrostatic Zero-Turn Riding Mower,699.00 USD,Leafanoo,8898180491310,yes,Home & Garden > Lawn & Garden > Outdoor Power Equipment > Lawn Mowers > Riding Lawn Mowers,Ready for GMC Approval
LF-10017,14×12 Ashford Traditional Steel Pergola With Sail Shade Soft Canopy,699.00 USD,Leafanoo,7521131955300,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-9898,Z315E 42 in. 20 HP GAS Dual Hydrostatic Zero-Turn Riding Mower BG21296,699.00 USD,Leafanoo,8898180492540,yes,Home & Garden > Lawn & Garden > Outdoor Power Equipment > Lawn Mowers > Riding Lawn Mowers,Ready for GMC Approval
LF-9848,Horizon Fitness 5.0R Recumbent Exercise Bike,799.00 USD,Horizon Fitness,8881150217100,yes,Sporting Goods > Exercise & Fitness > Cardio,Ready for GMC Approval
LF-10016,14×12 Beaumont Pergola,699.00 USD,Leafanoo,7521131015550,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10020,14×10 Somerville Pergola – Barnwood Stain,899.00 USD,Leafanoo,7521130965470,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-9896,John Deere Z345M 42 in. 22 HP Gas Dual Hydrostatic Zero-Turn Riding Mower,699.00 USD,John Deere,8898180161880,yes,Home & Garden > Lawn & Garden > Outdoor Power Equipment > Lawn Mowers > Riding Lawn Mowers,Ready for GMC Approval
LF-10019,14×10 Stratford Traditional Steel Pergola With Sail Shade Soft Canopy,699.00 USD,Leafanoo,7521131950730,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-9985,14×12 Hawthorne Traditional Steel Pergola With Sail Shade Soft Canopy,699.00 USD,Leafanoo,7521131955540,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10167,Greenworks Pro 21in 80V 80V Lithium-Ion Push Lawn Mower GEN 2 Auto Switch with 4.0Ah Battery &amp;amp; Charger,799.00 USD,Greenworks,195526228257,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10022,14×10 Sarasota Steel Louvered Pergola,899.00 USD,Leafanoo,7521133950530,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10151,"EGO POWER+ 21in 56V Cordless Self-Propelled Lawn Mower LM2122SP-2 with Touch Drive, (2) 4.0Ah Batteries &amp;amp; Rapid Charger",799.00 USD,EGO Power+,195532101810,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10213,Greenworks 25in 60V Lithium-Ion Self-Propelled Lawn Mower Dual Battery System with (2) 4.0Ah Batteries &amp;amp; Fast Charger,799.00 USD,Greenworks,,no,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-9966,"ProCom Reconditioned Dual Fuel Ventless Infrared Heater – 30,000 BTU, T-Stat Control – Model# MNSD5TPA-R",899.00 USD,Leafanoo,8486600042550,yes,Home & Garden,Ready for GMC Approval
LF-10224,MOVA 0.75 Acre 3D LiDAR AI Vision Robot Lawn Mower LiDAX Ultra 3000 AWD Wire-Free Dual Map Navigation,799.00 USD,Mova,850071220247,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10159,Mammotion LUBA 3 AWD 1500H Robot Lawn Mower 0.37 Acre AWD LiDAR Vision Navigation 15-Zone Management,799.00 USD,Mammotion,850072348988,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10248,MOVA 0.25 Acre 3D LiDAR AI Vision Robot Lawn Mower LiDAX Ultra 1000 Wire-Free Zero-Edge Cutting,799.00 USD,Mova,850071220025,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10018,14×10 Windham Modern Steel Pergola With Sail Shade Soft Canopy,699.00 USD,Leafanoo,7521131951580,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10024,Arlington 12′ X 12′ Solid Wood Patio Gazebo,899.00 USD,Leafanoo,7521133962270,yes,"Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures > Sheds, Garages & Carports",Ready for GMC Approval
LF-10237,"MOVA LiDAX Ultra 2000 Robot Lawn Mower with 4G with Garage for 0.5 Acre, No Wire No RTK+360° 3D LiDAR+AI Vision, 45% Slope, Cut Height 1.2""-3.9"", 150 Multi-Zone,Edge Cutting(Garage Shipped Separately)",799.00 USD,Mova,850071220506,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10288,Greenworks 60in 80V 41HP Equivalent Riding Lawn Mower 5.12 Acre Rear Dump Bed with (2) 16.0Ah + (4) 8.0Ah Batteries &amp;amp; Turbo Charger,699.00 USD,Greenworks,195526145844,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10276,Husqvarna 54in 23HP Kawasaki Zero-Turn Riding Mower Z254F Hydrostatic Transmission,799.00 USD,Husqvarna,193028007851,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10203,Greenworks 21in 60V Lithium-Ion Self-Propelled Lawn Mower Dual-Blade System with (2) 5.0Ah Batteries &amp;amp; Rapid Charger,799.00 USD,Greenworks,195526129363,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10280,Greenworks 42in 80V Zero-Turn Riding Lawn Mower CrossoverZ with (6) 6.0Ah Batteries &amp;amp; 600W Charger,699.00 USD,Greenworks,195526271369,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10258,Greenworks 30in 60V 16HP Equivalent Riding Lawn Mower 1.25 Acre Tow Capacity 200 lbs with (4) 8.0Ah Batteries &amp;amp; Turbo Charger,799.00 USD,Greenworks,195526204138,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10274,Greenworks 42in 60V CrossoverT Cordless Riding Lawn Tractor with (4) 8.0Ah Batteries &amp;amp; 600W Plug-In Charger,799.00 USD,Greenworks,195526231684,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10278,Husqvarna 48in 24HP Briggs V-Twin Riding Lawn Tractor TS 140X Hydrostatic Transmission,799.00 USD,Husqvarna,193028815111,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10183,Greenworks 0.75 Acre RTKVision Navigation Robot Lawn Mower C30Z Wire-Free Smart Obstacle Avoidance,799.00 USD,Greenworks,195526281412,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10360,Garvee 42in Tow-Behind Lawn Sweeper 21 cu ft Large Hopper Adjustable Sweeping Height,699.00 USD,Leafanoo,199641729569,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10334,Husqvarna 46in 22HP Briggs Riding Lawn Tractor TS 120 Hydrostatic Transmission,699.00 USD,Husqvarna,193028814893,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10343,MechMaxx 72in 70-110HP CAT 2 Ditch Bank Flail Mower AGF72 111in Offset Hydraulic Rotation,699.00 USD,Leafanoo,,no,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10331,PRORUN 42in 60V 16HP Equivalent Riding Lawn Tractor PLT60V42 Extended Runtime,699.00 USD,Leafanoo,850025750912,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-8220,Ariens 42in 19HP Briggs Zero-Turn Riding Lawn Mower EDGE LT 915291 Hydrostatic Transmission,699.00 USD,Leafanoo,751058068220,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10353,Swisher 44in 11.5HP Briggs Tow-Behind Finish Cut Mower FC11544CL Adjustable Offset Hitch,699.00 USD,Leafanoo,728172407518,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10387,YARDCARE 8611 sq ft GPS 3D Vision Robot Lawn Mower M800Plus APP Control Obstacle Avoidance,699.00 USD,Leafanoo,7445004065052,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10378,48in 16-50HP 3-Point Hitch Finishing Mower PTO Driven Category 1 &amp;amp; 2 Compatible,699.00 USD,EGO,810164443809,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10422,ECOVACS 0.25 Acre RTK Vision Robot Lawn Mower GOAT O1000 Zero-Edge Cutting,699.00 USD,Leafanoo,850066858103,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10317,Greenworks 54in 80V Zero-Turn Riding Lawn Mower MaximusZ Fast Charging with (2) 16.0Ah + (4) 6.0Ah Batteries &amp;amp; 1.5kW Charger,699.00 USD,Greenworks,195526271840,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10396,Segway 0.25 Acre EFLS NRTK Vision Robot Lawn Mower Navimow i210 AWD All-Wheel Drive,699.00 USD,Leafanoo,850075825097,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10450,Greenworks 0.5 Acre RTKVision Navigation Robot Lawn Mower C20Z Wire-Free Smart Obstacle Avoidance,699.00 USD,Greenworks,195526279587,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10442,"EGO POWER+ 30in 56V Cordless Self-Propelled Lawn Mower LM3004SP-2 with Super Composite Deck, (2) 6.0Ah Batteries &amp;amp; Dual Port Charger",699.00 USD,EGO Power+,195532103593,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10406,Mowrator 21in 4WD Remote Control Lawn Mower S1 1.12 Acre 50° Slope Climbing,699.00 USD,Leafanoo,717956471449,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10414,Mowrator 21in 4WD Remote Control Lawn Mower S1 0.75 Acre 37° Slope Climbing,699.00 USD,Leafanoo,753980814074,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10432,YARBO 6 Acre AI Vision RTK Robot Lawn Mower Pro Modular System,699.00 USD,Leafanoo,860014254321,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10301,Greenworks 30in 80V Riding Lawn Tractor Cordless Design with (4) 6.0Ah Batteries &amp;amp; 600W Charger,699.00 USD,Greenworks,195526161363,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
LF-10370,Agri-Fab 50in Tow-Behind Lawn Sweeper 26 cu ft Hopper Adjustable Brush Height,699.00 USD,Leafanoo,052613169940,yes,Home & Garden > Lawn & Garden > Outdoor Living,Ready for GMC Approval
